name,hasAnnotation,hasSentence,Example.Construction,label,comment
Example_2194,['form your words'],['Just form your words carefully.'],['Verb(S) Direct Object(T)'],['Just form your words carefully...'],
Example_923,,"['are your plans firmed up?', ""Valentine's Day is around the corner""]",,"[""Valentine's Day is around the corner,...""]",
Example_1794,['education is the foundation'],"['""Education is the foundation for any and every thing I\'ve been able to accomplish in my life', '"" Obama said at Montreal\'s Palais des congrès.']",['Noun(T) copula Noun(S)'],"['""Education is the foundation for...']",
Example_576,['low blow'],"[""The High Church of the Low Blow: Sohrab Ahmari embraces Trump's sucker punch politics""]",['Adjective(S) Noun(T)'],['The High Church of the Low Blow:...'],
Example_686,['bureaucratic machine'],"['In his landmark work', '” Mr. Hilberg said the Holocaust had been the result of a huge bureaucratic machine', '“The Destruction of the European Jews']",['Adjective(S) Noun(T)'],"['In his landmark work, “The Destruction...']",
Example_1758,,['Of course it feels like the economy is about to fall apart.'],,['Of course it feels like the economy...'],
Example_5319,['throw ideas'],"['where a group of about ten rotating writers and story editors', 'Monday is pitch day in the writing room', 'in addition to the main cast', 'throw ideas around']",['Verb(S) Direct Object(T)'],['Monday is pitch day in the writing...'],
Example_5034,['foundation of the family'],['Eunice Mangwane says grandmothers are the foundation of the family.'],['Noun(S) of Noun(T)'],['Eunice Mangwane says grandmothers...'],
Example_1921,,['You have to set your jealousy aside.'],,['You have to set your jealousy ...'],
Example_2615,,['Obama and the Progressives do not believe this. They believe they must decide what is best. In their view Americans are sheep and they are the shepherd.'],,['Obama and the Progressives do not...'],
Example_776,['gambled on treatment'],"['treatment after treatment failing until doctors gambled on a radical approach', ""Ken Shefveland's body was swollen with cancer""]",['Verb(S) preposition Noun(T)'],"[""Ken Shefveland's body was swollen...""]",
Example_1335,['corruption that have infected'],['It may be too early to write a prescription for the years of corruption that have infected the city.\xa0'],['Subject(T) Verb(S)'],['It may be too early to write a...'],
Example_1619,"[""'blindsided' by uncertainty""]",['Families feel ‘blindsided’ by uncertainty around foreign caregiver program.'],['Passive-Verb(S) by Noun(T)'],['Families feel ‘blindsided’ by uncertainty...'],
Example_2241,['legislative machine'],['A legislative machine that is essentially reprocessing the same old material over a period of years is not a normal feature of minority rule.'],['Adjective(T) Noun(S)'],['A legislative machine that is essentially...'],
Example_3507,,['The Florida Senate Education Committee had moved the bill forward earlier this month'],['Verb(S) Direct Object(T)'],['The Florida Senate Education Committee...'],['senate committee moved the bill forward']
Example_5065,,"['School shootings', '’ study finds', 'mass killings are ‘contagious']",,"['School shootings, mass killings...']",
Example_4002,['crumbling infrastructure'],"[""The CBC News series The Big Fix examines Canada's crumbling infrastructure and what's needed to repair it.""]",['Adjective(S) Noun(T)'],['The CBC News series The Big Fix...'],
Example_5172,['killed cancer'],"['she killed Cancer', ""Cancer couldn't kill her""]",['Verb(S) Direct Object(T)'],"[""Cancer couldn't kill her, she killed...""]",
Example_5271,['lost control'],"['The dummies were 2-to-1 in favor of the Arizona immigration law; the court gutted it. Only those dummies', 'not in a state of denial', 'understand that we the people have lost control of our government.']",['Verb(S) Direct Object(T)'],['The dummies were 2-to-1 in favor...'],
Example_5584,['presidential race'],['The AP called Biden the winner of the presidential race on Nov. 7.'],['Adjective(S) Noun(T)'],['The AP called Biden the winner...'],
Example_4100,['painful feelings'],"['Well-meaning pep talks of the ""boys don\'t cry"" or ""take it like a man"" variety have been part of our collective script for decades (even millennia) even though stifling painful feelings is toxic', 'for everyone.']",['Adjective(S) Noun(T)'],"['Well-meaning pep talks of the ""boys...']",
Example_3009,['shackling folks with debt'],['Could he have been talking to the whites in the room as well when he talked about want you to be in chains in terms of Wall Street and shackling folks with debt?'],['Verb(S) preposition Noun(T)'],['Could he have been talking to the...'],
Example_2448,['strengthen Indigenous rights'],"[""The Trudeau government's commitment to finding new ways to recognize and strengthen Indigenous rights in Canada is facing a major litmus test.""]",['Verb(S) Direct Object(T)'],"[""The Trudeau government's commitment...""]",
Example_4792,['fall out of love'],['Is it something I did? Helen Fisher explains why people fall out of love'],['Verb(S) preposition Noun(T)'],['Is it something I did? Helen Fisher...'],
Example_530,['government have'],['How much control does the\xa0government have\xa0over them?'],['Subject(T) Verb(S)'],['How much control does the\xa0government...'],
Example_3549,,['...you have two options for building your life.'],['Verb(S) Direct Object(T)'],['...you have two options for building...'],['building your life']
Example_893,['cripple economic recovery'],['Spiking oil prices could cripple economic recovery'],['Verb(S) Direct Object(T)'],['Spiking oil prices could cripple...'],
Example_3692,,"[""A Look at Toronto's Tech Market Growth.""]",['Noun(T) Noun(S) Compound'],"[""A Look at Toronto's Tech Market...""]",['market growth']
Example_1182,['maze of regulations'],['Sharma says the maze of regulations is difficult to navigate.'],['Noun(S) of Noun(T)'],['Sharma says the maze of regulations...'],
Example_1295,,['Only a few years ago the United States was not considered a good neighbor by Latin America.'],,['Only a few years ago the United...'],
Example_5609,['fell into depression'],"['Andrew fell into depression.', 'In the late 1990s', 'while still married and after having two children']",['Verb(S) preposition Noun(T)'],"['In the late 1990s, while still...']",
Example_1152,,"['In the downtown Toronto riding of\xa0Davenport', 'the race was so tight that a result wasn’t expected to be finalized until Wednesday.']",,['In the downtown Toronto riding...'],
Example_1915,['emotionally distant'],['A selfish poet has been scarred by an upbringing that leaves him\xa0emotionally distant\xa0from his children and spouse.'],['Adjective(T) Noun(S)'],['A selfish poet has been scarred...'],
Example_5464,['grasp the concept'],"[""He just can't seem to grasp the concept.""]",['Verb(S) Direct Object(T)'],"[""He just can't seem to grasp the...""]",
Example_1692,['leukemia-fighting arsenal'],"['a derivative of morphine...', 'With nothing left in their leukemia-fighting arsenal', 'the doctors were down to Dilaudid']",['Adjective(T) Noun(S)'],['With nothing left in their leukemia-fighting...'],
Example_2948,['rules have been broken'],"['"" a Twitter spokesperson told CNN Business.', '""This is not about perceived bias but about providing more clarity if our rules have been broken']",['Subject(T) Verb(S)'],"['""This is not about perceived bias...']",['our rules have been broken']
Example_291,,['Physical therapists improve care one step at a time during COVID crisis'],,['Physical therapists improve care...'],
Example_2854,,"[""He's in top shape.""]",,"[""He's in top shape.""]",
Example_2400,['attacking our rights'],['What is the social and political context in which our government is attacking our rights?'],['Verb(S) Direct Object(T)'],['What is the social and political...'],
Example_3251,,['This mini-controversy erupted when Republicans introduced a string of amendments in a final effort to obstruct passage of the reconciliation bill.'],,['This mini-controversy erupted when...'],
Example_5439,['falls unconscious'],['Ontario Northland continues investigation after driver falls unconscious'],['Verb(S) Direct Object(T)'],['Ontario Northland continues investigation...'],
Example_3315,['ever-widening poverty'],"['an ever-widening poverty gap', 'Beset by natural disasters like the devastating typhoon Parma']",['Adjective(S) Noun(T)'],['Beset by natural disasters like...'],
Example_4402,,['Conservatives joined forces with the minority Liberal government early Thursday morning to pass Bill C-29 by a vote of 255-61'],,['Conservatives joined forces with...'],
Example_3921,['Biden at the helm'],['...but they will all speak to the future we’re building together — a future with Joe Biden at the helm.'],,['...but they will all speak to the...'],
Example_5159,"[""America's younger brother""]","['but it isn’t.', 'Americans tend to think of Canada as America’s younger brother']","[""Noun's(T) Noun(S)""]",['Americans tend to think of Canada...'],
Example_3141,['lawmakers are pushing'],"['three dozen lawmakers are pushing the federal government to require proof of full vaccination or a negative coronavirus test to board domestic flights.', 'With the holiday travel season rapidly approaching']",['Subject(T) Verb(S)'],['With the holiday travel season...'],
Example_2459,['Ontario is close'],['Ontario is close to a child-care deal with the federal government'],['Noun(T) copula Adjective(S)'],['Ontario is close to a child-care...'],
